Unit   , x1              , y1              , x2              , y2              , x3              , y3              , EPSILON_X       , EPSILON_Y       , GAMMA_XY        , SIGMA_X         , SIGMA_Y         , TAU_XY          ,
    60 ,             0.5 ,             4.5 ,               1 ,             4.5 ,               1 ,               5 ,      -0.0505939 ,      0.00520852 ,       0.0106744 ,       -0.054965 ,      -0.0131131 ,      0.00400291 ,
    61 ,             0.5 ,               5 ,               1 ,             5.5 ,             0.5 ,             5.5 ,      -0.0356884 ,      0.00191657 ,      0.00762472 ,      -0.0394307 ,       -0.011227 ,      0.00285927 ,
    62 ,             0.5 ,               5 ,               1 ,               5 ,               1 ,             5.5 ,      -0.0430825 ,      0.00386125 ,       0.0130742 ,      -0.0470198 ,       -0.011812 ,      0.00490282 ,
    63 ,             0.5 ,             5.5 ,               1 ,               6 ,             0.5 ,               6 ,      -0.0284114 ,      0.00127211 ,      0.00889681 ,      -0.0314858 ,     -0.00922313 ,       0.0033363 ,
    64 ,             0.5 ,             5.5 ,               1 ,             5.5 ,               1 ,               6 ,      -0.0356884 ,      0.00262631 ,       0.0148196 ,      -0.0391646 ,      -0.0104285 ,      0.00555735 ,
    65 ,             0.5 ,               6 ,               1 ,             6.5 ,             0.5 ,             6.5 ,      -0.0212478 ,     0.000665481 ,      0.00962207 ,      -0.0236543 ,     -0.00721927 ,      0.00360828 ,
    66 ,             0.5 ,               6 ,               1 ,               6 ,               1 ,             6.5 ,      -0.0284114 ,      0.00147767 ,       0.0159734 ,      -0.0314087 ,     -0.00899188 ,      0.00599003 ,
    67 ,             0.5 ,             6.5 ,               1 ,               7 ,             0.5 ,               7 ,      -0.0141875 ,     7.33208e-05 ,      0.00984224 ,      -0.0159334 ,     -0.00523782 ,      0.00369084 ,
    68 ,             0.5 ,             6.5 ,               1 ,             6.5 ,               1 ,               7 ,      -0.0212478 ,     0.000382195 ,       0.0165937 ,      -0.0237605 ,     -0.00753796 ,      0.00622264 ,
    69 ,             0.5 ,               7 ,               1 ,             7.5 ,             0.5 ,             7.5 ,     -0.00721548 ,    -0.000538349 ,      0.00958632 ,     -0.00831929 ,     -0.00331144 ,      0.00359487 ,
    70 ,             0.5 ,               7 ,               1 ,               7 ,               1 ,             7.5 ,      -0.0141875 ,    -0.000704046 ,        0.016724 ,       -0.016225 ,     -0.00611236 ,      0.00627152 ,
    71 ,             0.5 ,             7.5 ,               1 ,               8 ,             0.5 ,               8 ,    -0.000320297 ,     -0.00121855 ,      0.00886814 ,     -0.00081729 ,     -0.00149098 ,      0.00332555 ,
    72 ,             0.5 ,             7.5 ,               1 ,             7.5 ,               1 ,               8 ,     -0.00721548 ,      -0.0018364 ,       0.0163812 ,     -0.00880606 ,     -0.00477175 ,      0.00614294 ,
    73 ,             0.5 ,               8 ,               1 ,             8.5 ,             0.5 ,             8.5 ,      0.00648856 ,     -0.00203677 ,      0.00768575 ,      0.00653585 ,     0.000141846 ,      0.00288216 ,
    74 ,             0.5 ,               8 ,               1 ,               8 ,               1 ,             8.5 ,    -0.000320297 ,     -0.00307879 ,       0.0155366 ,     -0.00151488 ,     -0.00358375 ,      0.00582624 ,
    75 ,             0.5 ,             8.5 ,               1 ,               9 ,             0.5 ,               9 ,       0.0131468 ,     -0.00308957 ,      0.00601504 ,       0.0136316 ,      0.00145428 ,      0.00225564 ,
    76 ,             0.5 ,             8.5 ,               1 ,             8.5 ,               1 ,               9 ,      0.00648856 ,     -0.00449598 ,       0.0140797 ,      0.00561364 ,     -0.00262477 ,      0.00527988 ,
    77 ,             0.5 ,               9 ,               1 ,             9.5 ,             0.5 ,             9.5 ,       0.0194808 ,     -0.00450724 ,      0.00374959 ,       0.0202257 ,      0.00223464 ,       0.0014061 ,
    78 ,             0.5 ,               9 ,               1 ,               9 ,               1 ,             9.5 ,       0.0131468 ,     -0.00614308 ,       0.0117194 ,       0.0124865 ,     -0.00198092 ,      0.00439479 ,
    79 ,             0.5 ,             9.5 ,               1 ,              10 ,             0.5 ,              10 ,       0.0252158 ,     -0.00647253 ,     0.000338176 ,       0.0259406 ,      0.00217433 ,     0.000126816 ,
    80 ,             0.5 ,             9.5 ,               1 ,             9.5 ,               1 ,              10 ,       0.0194808 ,     -0.00808557 ,      0.00768626 ,       0.0188838 ,     -0.00179098 ,      0.00288235 ,
    81 ,               1 ,               0 ,             1.5 ,             0.5 ,               1 ,             0.5 ,       -0.125877 ,       0.0415865 ,     -0.00640585 ,       -0.126017 ,    -0.000419003 ,     -0.00240219 ,
    82 ,               1 ,               0 ,             1.5 ,               0 ,             1.5 ,             0.5 ,       -0.127769 ,       0.0410733 ,     -0.00400067 ,       -0.128338 ,     -0.00170583 ,     -0.00150025 ,
    83 ,               1 ,             0.5 ,             1.5 ,               1 ,               1 ,               1 ,       -0.116883 ,       0.0338718 ,      -0.0185804 ,       -0.118791 ,     -0.00572519 ,     -0.00696763 ,
    84 ,               1 ,             0.5 ,             1.5 ,             0.5 ,             1.5 ,               1 ,       -0.125877 ,       0.0374711 ,      -0.0131852 ,        -0.12756 ,     -0.00504889 ,     -0.00494444 ,
    85 ,               1 ,               1 ,             1.5 ,             1.5 ,               1 ,             1.5 ,       -0.105858 ,       0.0250433 ,      -0.0214382 ,       -0.109699 ,      -0.0115232 ,     -0.00803934 ,
    86 ,               1 ,               1 ,             1.5 ,               1 ,             1.5 ,             1.5 ,       -0.116883 ,       0.0315644 ,      -0.0169352 ,       -0.119656 ,     -0.00832095 ,      -0.0063507 ,
    87 ,               1 ,             1.5 ,             1.5 ,               2 ,               1 ,               2 ,      -0.0956091 ,       0.0193136 ,      -0.0188433 ,       -0.100318 ,      -0.0141256 ,     -0.00706622 ,
    88 ,               1 ,             1.5 ,             1.5 ,             1.5 ,             1.5 ,               2 ,       -0.105858 ,       0.0259237 ,      -0.0152042 ,       -0.109369 ,      -0.0105326 ,     -0.00570157 ,
    89 ,               1 ,               2 ,             1.5 ,             2.5 ,               1 ,             2.5 ,      -0.0861882 ,       0.0154108 ,      -0.0147445 ,      -0.0911826 ,      -0.0149833 ,     -0.00552921 ,
    90 ,               1 ,               2 ,             1.5 ,               2 ,             1.5 ,             2.5 ,      -0.0956091 ,       0.0213995 ,      -0.0113123 ,      -0.0995354 ,      -0.0117789 ,     -0.00424212 ,
    91 ,               1 ,             2.5 ,             1.5 ,               3 ,               1 ,               3 ,      -0.0773281 ,       0.0125355 ,       -0.010485 ,      -0.0822932 ,      -0.0148955 ,     -0.00393187 ,
    92 ,               1 ,             2.5 ,             1.5 ,             2.5 ,             1.5 ,               3 ,      -0.0861882 ,        0.017766 ,     -0.00685532 ,      -0.0902995 ,      -0.0123338 ,     -0.00257074 ,
    93 ,               1 ,               3 ,             1.5 ,             3.5 ,               1 ,             3.5 ,      -0.0688216 ,        0.010261 ,     -0.00654207 ,      -0.0735764 ,      -0.0142645 ,     -0.00245328 ,
    94 ,               1 ,               3 ,             1.5 ,               3 ,             1.5 ,             3.5 ,      -0.0773281 ,       0.0147363 ,     -0.00251097 ,      -0.0814679 ,      -0.0124196 ,    -0.000941615 ,
    95 ,               1 ,             3.5 ,             1.5 ,               4 ,               1 ,               4 ,       -0.060548 ,      0.00835575 ,     -0.00310515 ,      -0.0649831 ,      -0.0133053 ,     -0.00116443 ,
    96 ,               1 ,             3.5 ,             1.5 ,             3.5 ,             1.5 ,               4 ,      -0.0688216 ,       0.0121119 ,      0.00141227 ,      -0.0728823 ,      -0.0121822 ,     0.000529603 ,
    97 ,               1 ,               4 ,             1.5 ,             4.5 ,               1 ,             4.5 ,      -0.0524503 ,      0.00669412 ,    -0.000248667 ,      -0.0564963 ,       -0.012138 ,      -9.325e-05 ,
    98 ,               1 ,               4 ,             1.5 ,               4 ,             1.5 ,             4.5 ,       -0.060548 ,      0.00977538 ,      0.00476776 ,      -0.0644508 ,      -0.0117082 ,      0.00178791 ,
    99 ,               1 ,             4.5 ,             1.5 ,               5 ,               1 ,               5 ,      -0.0445097 ,      0.00520852 ,      0.00201256 ,      -0.0481203 ,      -0.0108315 ,      0.00075471 ,
   100 ,               1 ,             4.5 ,             1.5 ,             4.5 ,             1.5 ,               5 ,      -0.0524503 ,      0.00766377 ,      0.00749792 ,      -0.0561327 ,      -0.0110471 ,      0.00281172 ,
   101 ,               1 ,               5 ,             1.5 ,             5.5 ,               1 ,             5.5 ,      -0.0367249 ,      0.00386125 ,      0.00370163 ,      -0.0398675 ,     -0.00942791 ,      0.00138811 ,
   102 ,               1 ,               5 ,             1.5 ,               5 ,             1.5 ,             5.5 ,      -0.0445097 ,       0.0057432 ,      0.00960454 ,      -0.0479197 ,        -0.01023 ,       0.0036017 ,
   103 ,               1 ,             5.5 ,             1.5 ,               6 ,               1 ,               6 ,       -0.029097 ,      0.00262631 ,      0.00486649 ,      -0.0317492 ,     -0.00795675 ,      0.00182493 ,
   104 ,               1 ,             5.5 ,             1.5 ,             5.5 ,             1.5 ,               6 ,      -0.0367249 ,      0.00399042 ,       0.0111303 ,      -0.0398191 ,      -0.0092826 ,      0.00417386 ,
   105 ,               1 ,               6 ,             1.5 ,             6.5 ,               1 ,             6.5 ,      -0.0216207 ,      0.00147767 ,      0.00556901 ,      -0.0237692 ,     -0.00644538 ,      0.00208838 ,
   106 ,               1 ,               6 ,             1.5 ,               6 ,             1.5 ,             6.5 ,       -0.029097 ,      0.00238058 ,       0.0121424 ,      -0.0318414 ,      -0.0082332 ,      0.00455338 ,
   107 ,               1 ,             6.5 ,             1.5 ,               7 ,               1 ,               7 ,      -0.0142812 ,     0.000382195 ,      0.00587544 ,       -0.015923 ,     -0.00492548 ,      0.00220329 ,
   108 ,               1 ,             6.5 ,             1.5 ,             6.5 ,             1.5 ,               7 ,      -0.0216207 ,     0.000880526 ,       0.0127166 ,      -0.0239931 ,     -0.00711717 ,      0.00476873 ,
   109 ,               1 ,               7 ,             1.5 ,             7.5 ,               1 ,             7.5 ,      -0.0070557 ,    -0.000704046 ,      0.00584772 ,     -0.00820167 ,     -0.00343793 ,       0.0021929 ,
   110 ,               1 ,               7 ,             1.5 ,               7 ,             1.5 ,             7.5 ,      -0.0142812 ,    -0.000553225 ,       0.0129224 ,      -0.0162738 ,     -0.00597783 ,      0.00484591 ,
   111 ,               1 ,             7.5 ,             1.5 ,               8 ,               1 ,               8 ,     7.99795e-05 ,      -0.0018364 ,      0.00553407 ,    -0.000598673 ,     -0.00203596 ,      0.00207528 ,
   112 ,               1 ,             7.5 ,             1.5 ,             7.5 ,             1.5 ,               8 ,      -0.0070557 ,     -0.00197288 ,       0.0128062 ,     -0.00867749 ,     -0.00486537 ,      0.00480234 ,
   113 ,               1 ,               8 ,             1.5 ,             8.5 ,               1 ,             8.5 ,      0.00714122 ,     -0.00307879 ,      0.00495109 ,      0.00687933 ,    -0.000785683 ,      0.00185666 ,
   114 ,               1 ,               8 ,             1.5 ,               8 ,             1.5 ,             8.5 ,     7.99795e-05 ,     -0.00343508 ,       0.0123686 ,     -0.00119818 ,     -0.00383447 ,      0.00463824 ,
   115 ,               1 ,             8.5 ,             1.5 ,               9 ,               1 ,               9 ,       0.0141275 ,     -0.00449598 ,      0.00403514 ,       0.0142074 ,     0.000239813 ,      0.00151318 ,
   116 ,               1 ,             8.5 ,             1.5 ,             8.5 ,             1.5 ,               9 ,      0.00714122 ,     -0.00499701 ,       0.0115224 ,         0.00616 ,     -0.00294368 ,       0.0043209 ,
   117 ,               1 ,               9 ,             1.5 ,             9.5 ,               1 ,             9.5 ,       0.0210487 ,     -0.00614308 ,      0.00249955 ,       0.0213761 ,     0.000982276 ,      0.00093733 ,
   118 ,               1 ,               9 ,             1.5 ,               9 ,             1.5 ,             9.5 ,       0.0141275 ,     -0.00672484 ,       0.0100025 ,       0.0133716 ,     -0.00226765 ,      0.00375094 ,
   119 ,               1 ,             9.5 ,             1.5 ,              10 ,               1 ,              10 ,       0.0281262 ,     -0.00808557 ,    -0.000568232 ,       0.0286099 ,      0.00145104 ,    -0.000213087 ,
   120 ,               1 ,             9.5 ,             1.5 ,             9.5 ,             1.5 ,              10 ,       0.0210487 ,     -0.00875601 ,      0.00717974 ,       0.0203962 ,     -0.00195728 ,       0.0026924 ,
   121 ,             1.5 ,               0 ,               2 ,             0.5 ,             1.5 ,             0.5 ,        -0.12319 ,       0.0410733 ,     -0.00213563 ,       -0.123186 ,     1.12598e-05 ,    -0.000800862 ,
   122 ,             1.5 ,               0 ,               2 ,               0 ,               2 ,             0.5 ,       -0.125663 ,       0.0408923 ,     0.000518579 ,       -0.126037 ,     -0.00111982 ,     0.000194467 ,
   123 ,             1.5 ,             0.5 ,               2 ,               1 ,             1.5 ,               1 ,       -0.116654 ,       0.0374711 ,     -0.00968322 ,       -0.117184 ,     -0.00159007 ,     -0.00363121 ,
   124 ,             1.5 ,             0.5 ,               2 ,             0.5 ,               2 ,               1 ,        -0.12319 ,       0.0385948 ,     -0.00427036 ,       -0.124116 ,     -0.00277709 ,     -0.00160138 ,
   125 ,             1.5 ,               1 ,               2 ,             1.5 ,             1.5 ,             1.5 ,       -0.107831 ,       0.0315644 ,      -0.0139696 ,       -0.109473 ,      -0.0049265 ,     -0.00523859 ,
   126 ,             1.5 ,               1 ,               2 ,               1 ,               2 ,             1.5 ,       -0.116654 ,       0.0346274 ,     -0.00820968 ,        -0.11825 ,      -0.0047892 ,     -0.00307863 ,
   127 ,             1.5 ,             1.5 ,               2 ,               2 ,             1.5 ,               2 ,      -0.0983773 ,       0.0259237 ,      -0.0145739 ,       -0.100953 ,     -0.00772725 ,      -0.0054652 ,
   128 ,             1.5 ,             1.5 ,               2 ,             1.5 ,               2 ,               2 ,       -0.107831 ,       0.0301096 ,     -0.00930633 ,       -0.110018 ,     -0.00656321 ,     -0.00348987 ,
   129 ,             1.5 ,               2 ,               2 ,             2.5 ,             1.5 ,             2.5 ,      -0.0890741 ,       0.0213995 ,      -0.0128794 ,      -0.0921835 ,     -0.00932827 ,     -0.00482979 ,
   130 ,             1.5 ,               2 ,               2 ,               2 ,               2 ,             2.5 ,      -0.0983773 ,       0.0258123 ,     -0.00798897 ,       -0.100995 ,     -0.00785265 ,     -0.00299586 ,
   131 ,             1.5 ,             2.5 ,               2 ,               3 ,             1.5 ,               3 ,      -0.0800386 ,        0.017766 ,      -0.0102104 ,      -0.0833812 ,      -0.0100277 ,     -0.00382892 ,
   132 ,             1.5 ,             2.5 ,               2 ,             2.5 ,               2 ,               3 ,      -0.0890741 ,       0.0219667 ,     -0.00537569 ,      -0.0919708 ,     -0.00869019 ,     -0.00201588 ,
   133 ,             1.5 ,               3 ,               2 ,             3.5 ,             1.5 ,             3.5 ,      -0.0712241 ,       0.0147363 ,     -0.00730916 ,       -0.074601 ,      -0.0101306 ,     -0.00274094 ,
   134 ,             1.5 ,               3 ,               2 ,               3 ,               2 ,             3.5 ,      -0.0800386 ,       0.0185238 ,     -0.00228205 ,       -0.083097 ,     -0.00917522 ,     -0.00085577 ,
   135 ,             1.5 ,             3.5 ,               2 ,               4 ,             1.5 ,               4 ,      -0.0625836 ,       0.0121119 ,     -0.00457697 ,      -0.0658646 ,     -0.00984297 ,     -0.00171637 ,
   136 ,             1.5 ,             3.5 ,               2 ,             3.5 ,               2 ,               4 ,      -0.0712241 ,       0.0153962 ,     0.000779222 ,      -0.0743535 ,     -0.00938831 ,     0.000292208 ,
   137 ,             1.5 ,               4 ,               2 ,             4.5 ,             1.5 ,             4.5 ,      -0.0541023 ,      0.00977538 ,     -0.00222642 ,      -0.0571993 ,     -0.00929104 ,    -0.000834908 ,
   138 ,             1.5 ,               4 ,               2 ,               4 ,               2 ,             4.5 ,      -0.0625836 ,       0.0125266 ,      0.00350369 ,      -0.0657091 ,     -0.00937644 ,      0.00131388 ,
   139 ,             1.5 ,             4.5 ,               2 ,               5 ,             1.5 ,               5 ,      -0.0457897 ,      0.00766377 ,    -0.000351798 ,      -0.0486395 ,     -0.00854938 ,    -0.000131924 ,
   140 ,             1.5 ,             4.5 ,               2 ,             4.5 ,               2 ,               5 ,      -0.0541023 ,      0.00988951 ,      0.00573505 ,      -0.0571565 ,     -0.00916265 ,      0.00215065 ,
