Unit   , x1              , y1              , x2              , y2              , x3              , y3              , EPSILON_X       , EPSILON_Y       , GAMMA_XY        , SIGMA_X         , SIGMA_Y         , TAU_XY          ,
    11 ,               0 ,        0.833333 ,        0.166667 ,               1 ,               0 ,               1 ,       -0.102108 ,               0 ,      -0.0408915 ,       -0.114872 ,      -0.0382906 ,      -0.0153343 ,
    12 ,               0 ,        0.833333 ,        0.166667 ,        0.833333 ,        0.166667 ,               1 ,       -0.106173 ,      0.00656772 ,      -0.0433942 ,       -0.116982 ,      -0.0324263 ,      -0.0162728 ,
    13 ,               0 ,               1 ,        0.166667 ,         1.16667 ,               0 ,         1.16667 ,      -0.0985569 ,               0 ,       -0.035282 ,       -0.110877 ,      -0.0369588 ,      -0.0132307 ,
    14 ,               0 ,               1 ,        0.166667 ,               1 ,        0.166667 ,         1.16667 ,       -0.102108 ,      0.00560946 ,      -0.0373402 ,       -0.112768 ,        -0.03198 ,      -0.0140026 ,
    15 ,               0 ,         1.16667 ,        0.166667 ,         1.33333 ,               0 ,         1.33333 ,       -0.095336 ,               0 ,      -0.0303793 ,       -0.107253 ,       -0.035751 ,      -0.0113923 ,
    16 ,               0 ,         1.16667 ,        0.166667 ,         1.16667 ,        0.166667 ,         1.33333 ,      -0.0985569 ,      0.00490285 ,      -0.0320609 ,       -0.109038 ,      -0.0314431 ,      -0.0120228 ,
    17 ,               0 ,         1.33333 ,        0.166667 ,             1.5 ,               0 ,             1.5 ,      -0.0923383 ,               0 ,      -0.0260236 ,       -0.103881 ,      -0.0346268 ,     -0.00975885 ,
    18 ,               0 ,         1.33333 ,        0.166667 ,         1.33333 ,        0.166667 ,             1.5 ,       -0.095336 ,      0.00435568 ,      -0.0273817 ,        -0.10562 ,      -0.0308508 ,      -0.0102681 ,
    19 ,               0 ,             1.5 ,        0.166667 ,         1.66667 ,               0 ,         1.66667 ,      -0.0894978 ,               0 ,      -0.0221074 ,       -0.100685 ,      -0.0335616 ,     -0.00829027 ,
    20 ,               0 ,             1.5 ,        0.166667 ,             1.5 ,        0.166667 ,         1.66667 ,      -0.0923383 ,      0.00391613 ,      -0.0231831 ,       -0.102412 ,      -0.0302212 ,     -0.00869367 ,
    21 ,               0 ,         1.66667 ,        0.166667 ,         1.83333 ,               0 ,         1.83333 ,      -0.0867715 ,               0 ,      -0.0185546 ,      -0.0976179 ,      -0.0325393 ,     -0.00695797 ,
    22 ,               0 ,         1.66667 ,        0.166667 ,         1.66667 ,        0.166667 ,         1.83333 ,      -0.0894978 ,      0.00355297 ,       -0.019381 ,      -0.0993526 ,      -0.0295645 ,     -0.00726789 ,
    23 ,               0 ,         1.83333 ,        0.166667 ,               2 ,               0 ,               2 ,      -0.0841301 ,               0 ,      -0.0153084 ,      -0.0946463 ,      -0.0315487 ,     -0.00574065 ,
    24 ,               0 ,         1.83333 ,        0.166667 ,         1.83333 ,        0.166667 ,               2 ,      -0.0867715 ,      0.00324613 ,      -0.0159132 ,      -0.0964006 ,      -0.0288874 ,     -0.00596744 ,
    25 ,               0 ,               2 ,        0.166667 ,         2.16667 ,               0 ,         2.16667 ,      -0.0815532 ,               0 ,      -0.0123263 ,      -0.0917473 ,      -0.0305824 ,     -0.00462235 ,
    26 ,               0 ,               2 ,        0.166667 ,               2 ,        0.166667 ,         2.16667 ,      -0.0841301 ,      0.00298208 ,      -0.0127316 ,       -0.093528 ,      -0.0281939 ,     -0.00477433 ,
    27 ,               0 ,         2.16667 ,        0.166667 ,         2.33333 ,               0 ,         2.33333 ,      -0.0790264 ,               0 ,       -0.009575 ,      -0.0889047 ,      -0.0296349 ,     -0.00359063 ,
    28 ,               0 ,         2.16667 ,        0.166667 ,         2.16667 ,        0.166667 ,         2.33333 ,      -0.0815532 ,      0.00275137 ,     -0.00979937 ,      -0.0907156 ,      -0.0274871 ,     -0.00367476 ,
    29 ,               0 ,         2.33333 ,        0.166667 ,             2.5 ,               0 ,             2.5 ,      -0.0765387 ,               0 ,     -0.00702787 ,       -0.086106 ,       -0.028702 ,     -0.00263545 ,
    30 ,               0 ,         2.33333 ,        0.166667 ,         2.33333 ,        0.166667 ,             2.5 ,      -0.0790264 ,      0.00254709 ,      -0.0070873 ,      -0.0879495 ,      -0.0267694 ,     -0.00265774 ,
    31 ,               0 ,             2.5 ,        0.166667 ,         2.66667 ,               0 ,         2.66667 ,      -0.0740821 ,               0 ,     -0.00466374 ,      -0.0833423 ,      -0.0277808 ,      -0.0017489 ,
    32 ,               0 ,             2.5 ,        0.166667 ,             2.5 ,        0.166667 ,         2.66667 ,      -0.0765387 ,      0.00236409 ,     -0.00457134 ,      -0.0852194 ,      -0.0260424 ,     -0.00171425 ,
    33 ,               0 ,         2.66667 ,        0.166667 ,         2.83333 ,               0 ,         2.83333 ,      -0.0716508 ,               0 ,     -0.00246538 ,      -0.0806071 ,       -0.026869 ,    -0.000924517 ,
    34 ,               0 ,         2.66667 ,        0.166667 ,         2.66667 ,        0.166667 ,         2.83333 ,      -0.0740821 ,      0.00219845 ,      -0.0022323 ,      -0.0825179 ,      -0.0253075 ,    -0.000837113 ,
    35 ,               0 ,         2.83333 ,        0.166667 ,               3 ,               0 ,               3 ,      -0.0692397 ,               0 ,    -0.000418232 ,      -0.0778946 ,      -0.0259649 ,    -0.000156837 ,
    36 ,               0 ,         2.83333 ,        0.166667 ,         2.83333 ,        0.166667 ,               3 ,      -0.0716508 ,      0.00204711 ,    -5.43564e-05 ,      -0.0798394 ,       -0.024566 ,    -2.03836e-05 ,
    37 ,               0 ,               3 ,        0.166667 ,         3.16667 ,               0 ,         3.16667 ,      -0.0668455 ,               0 ,      0.00148946 ,      -0.0752011 ,       -0.025067 ,     0.000558546 ,
    38 ,               0 ,               3 ,        0.166667 ,               3 ,        0.166667 ,         3.16667 ,      -0.0692397 ,      0.00190765 ,      0.00197596 ,      -0.0771793 ,      -0.0238187 ,     0.000740986 ,
    39 ,               0 ,         3.16667 ,        0.166667 ,         3.33333 ,               0 ,         3.33333 ,      -0.0644654 ,               0 ,      0.00326755 ,      -0.0725236 ,      -0.0241745 ,      0.00122533 ,
    40 ,               0 ,         3.16667 ,        0.166667 ,         3.16667 ,        0.166667 ,         3.33333 ,      -0.0668455 ,      0.00177817 ,      0.00386959 ,      -0.0745343 ,      -0.0230666 ,       0.0014511 ,
    41 ,               0 ,         3.33333 ,        0.166667 ,             3.5 ,               0 ,             3.5 ,      -0.0620972 ,               0 ,      0.00492467 ,      -0.0698593 ,      -0.0232864 ,      0.00184675 ,
    42 ,               0 ,         3.33333 ,        0.166667 ,         3.33333 ,        0.166667 ,             3.5 ,      -0.0644654 ,      0.00165709 ,      0.00563577 ,      -0.0719022 ,      -0.0223103 ,      0.00211341 ,
    43 ,               0 ,             3.5 ,        0.166667 ,         3.66667 ,               0 ,         3.66667 ,      -0.0597392 ,               0 ,      0.00646788 ,      -0.0672066 ,      -0.0224022 ,      0.00242546 ,
    44 ,               0 ,             3.5 ,        0.166667 ,             3.5 ,        0.166667 ,         3.66667 ,      -0.0620972 ,      0.00154318 ,      0.00728259 ,      -0.0692806 ,      -0.0215503 ,      0.00273097 ,
    45 ,               0 ,         3.66667 ,        0.166667 ,         3.83333 ,               0 ,         3.83333 ,      -0.0573904 ,               0 ,      0.00790325 ,      -0.0645642 ,      -0.0215214 ,      0.00296372 ,
    46 ,               0 ,         3.66667 ,        0.166667 ,         3.66667 ,        0.166667 ,         3.83333 ,      -0.0597392 ,      0.00143543 ,      0.00881673 ,      -0.0666683 ,      -0.0207873 ,      0.00330627 ,
    47 ,               0 ,         3.83333 ,        0.166667 ,               4 ,               0 ,               4 ,      -0.0550497 ,               0 ,      0.00923626 ,      -0.0619309 ,      -0.0206436 ,       0.0034636 ,
    48 ,               0 ,         3.83333 ,        0.166667 ,         3.83333 ,        0.166667 ,               4 ,      -0.0573904 ,      0.00133299 ,       0.0102439 ,      -0.0640644 ,      -0.0200218 ,      0.00384147 ,
    49 ,               0 ,               4 ,        0.166667 ,         4.16667 ,               0 ,         4.16667 ,      -0.0527166 ,               0 ,       0.0104715 ,      -0.0593061 ,      -0.0197687 ,      0.00392681 ,
    50 ,               0 ,               4 ,        0.166667 ,               4 ,        0.166667 ,         4.16667 ,      -0.0550497 ,       0.0012352 ,       0.0115694 ,      -0.0614677 ,       -0.019254 ,      0.00433852 ,
    51 ,               0 ,         4.16667 ,        0.166667 ,         4.33333 ,               0 ,         4.33333 ,      -0.0503907 ,               0 ,        0.011613 ,      -0.0566896 ,      -0.0188965 ,      0.00435486 ,
    52 ,               0 ,         4.16667 ,        0.166667 ,         4.16667 ,        0.166667 ,         4.33333 ,      -0.0527166 ,      0.00114151 ,       0.0127974 ,      -0.0588781 ,      -0.0184845 ,      0.00479904 ,
    53 ,               0 ,         4.33333 ,        0.166667 ,             4.5 ,               0 ,             4.5 ,      -0.0480716 ,               0 ,       0.0126644 ,      -0.0540806 ,      -0.0180268 ,      0.00474916 ,
    54 ,               0 ,         4.33333 ,        0.166667 ,         4.33333 ,        0.166667 ,             4.5 ,      -0.0503907 ,      0.00105145 ,        0.013932 ,      -0.0562953 ,      -0.0177136 ,       0.0052245 ,
    55 ,               0 ,             4.5 ,        0.166667 ,         4.66667 ,               0 ,         4.66667 ,      -0.0457594 ,               0 ,       0.0136291 ,      -0.0514793 ,      -0.0171597 ,      0.00511091 ,
    56 ,               0 ,             4.5 ,        0.166667 ,             4.5 ,        0.166667 ,         4.66667 ,      -0.0480716 ,     0.000964655 ,       0.0149767 ,      -0.0537188 ,      -0.0169416 ,      0.00561625 ,
    57 ,               0 ,         4.66667 ,        0.166667 ,         4.83333 ,               0 ,         4.83333 ,      -0.0434541 ,               0 ,       0.0145099 ,      -0.0488858 ,      -0.0162953 ,       0.0054412 ,
    58 ,               0 ,         4.66667 ,        0.166667 ,         4.66667 ,        0.166667 ,         4.83333 ,      -0.0457594 ,       0.0008808 ,       0.0159345 ,       -0.051149 ,      -0.0161688 ,      0.00597544 ,
    59 ,               0 ,         4.83333 ,        0.166667 ,               5 ,               0 ,               5 ,      -0.0411555 ,               0 ,       0.0153095 ,         -0.0463 ,      -0.0154333 ,      0.00574106 ,
    60 ,               0 ,         4.83333 ,        0.166667 ,         4.83333 ,        0.166667 ,               5 ,      -0.0434541 ,     0.000799609 ,       0.0168083 ,       -0.048586 ,      -0.0153957 ,      0.00630313 ,
    61 ,               0 ,               5 ,        0.166667 ,         5.16667 ,               0 ,         5.16667 ,      -0.0388641 ,               0 ,       0.0160303 ,      -0.0437221 ,       -0.014574 ,      0.00601138 ,
    62 ,               0 ,               5 ,        0.166667 ,               5 ,        0.166667 ,         5.16667 ,      -0.0411555 ,     0.000720836 ,       0.0176009 ,      -0.0460297 ,      -0.0146224 ,      0.00660034 ,
    63 ,               0 ,         5.16667 ,        0.166667 ,         5.33333 ,               0 ,         5.33333 ,        -0.03658 ,               0 ,       0.0166746 ,      -0.0411525 ,      -0.0137175 ,      0.00625296 ,
    64 ,               0 ,         5.16667 ,        0.166667 ,         5.16667 ,        0.166667 ,         5.33333 ,      -0.0388641 ,     0.000644258 ,       0.0183145 ,      -0.0434805 ,      -0.0138492 ,      0.00686793 ,
    65 ,               0 ,         5.33333 ,        0.166667 ,             5.5 ,               0 ,             5.5 ,      -0.0343033 ,               0 ,       0.0172442 ,      -0.0385912 ,      -0.0128637 ,      0.00646659 ,
    66 ,               0 ,         5.33333 ,        0.166667 ,         5.33333 ,        0.166667 ,             5.5 ,        -0.03658 ,     0.000569651 ,       0.0189512 ,      -0.0409389 ,      -0.0130766 ,      0.00710671 ,
    67 ,               0 ,             5.5 ,        0.166667 ,         5.66667 ,               0 ,         5.66667 ,      -0.0320343 ,               0 ,        0.017741 ,      -0.0360386 ,      -0.0120129 ,      0.00665288 ,
    68 ,               0 ,             5.5 ,        0.166667 ,             5.5 ,        0.166667 ,         5.66667 ,      -0.0343033 ,      0.00049679 ,       0.0195132 ,      -0.0384049 ,      -0.0123048 ,      0.00731744 ,
    69 ,               0 ,         5.66667 ,        0.166667 ,         5.83333 ,               0 ,         5.83333 ,      -0.0297734 ,               0 ,       0.0181664 ,      -0.0334951 ,       -0.011165 ,      0.00681242 ,
    70 ,               0 ,         5.66667 ,        0.166667 ,         5.66667 ,        0.166667 ,         5.83333 ,      -0.0320343 ,     0.000425441 ,        0.020002 ,      -0.0358791 ,      -0.0115342 ,      0.00750076 ,
    71 ,               0 ,         5.83333 ,        0.166667 ,               6 ,               0 ,               6 ,      -0.0275206 ,               0 ,       0.0185218 ,      -0.0309607 ,      -0.0103202 ,      0.00694567 ,
    72 ,               0 ,         5.83333 ,        0.166667 ,         5.83333 ,        0.166667 ,               6 ,      -0.0297734 ,     0.000355342 ,       0.0204192 ,      -0.0333619 ,      -0.0107653 ,      0.00765722 ,
    73 ,               0 ,               6 ,        0.166667 ,         6.16667 ,               0 ,         6.16667 ,      -0.0252762 ,               0 ,        0.018808 ,      -0.0284357 ,     -0.00947856 ,        0.007053 ,
    74 ,               0 ,               6 ,        0.166667 ,               6 ,        0.166667 ,         6.16667 ,      -0.0275206 ,     0.000286199 ,       0.0207662 ,      -0.0308533 ,     -0.00999824 ,      0.00778731 ,
    75 ,               0 ,         6.16667 ,        0.166667 ,         6.33333 ,               0 ,         6.33333 ,      -0.0230406 ,               0 ,       0.0190257 ,      -0.0259207 ,     -0.00864021 ,      0.00713463 ,
    76 ,               0 ,         6.16667 ,        0.166667 ,         6.16667 ,        0.166667 ,         6.33333 ,      -0.0252762 ,     0.000217686 ,       0.0210437 ,      -0.0283541 ,     -0.00923366 ,      0.00789139 ,
    77 ,               0 ,         6.33333 ,        0.166667 ,             6.5 ,               0 ,             6.5 ,      -0.0208137 ,               0 ,       0.0191751 ,      -0.0234155 ,     -0.00780515 ,      0.00719066 ,
    78 ,               0 ,         6.33333 ,        0.166667 ,         6.33333 ,        0.166667 ,             6.5 ,      -0.0230406 ,     0.000149418 ,       0.0212525 ,      -0.0258646 ,     -0.00847211 ,      0.00796968 ,
    79 ,               0 ,             6.5 ,        0.166667 ,         6.66667 ,               0 ,         6.66667 ,      -0.0185961 ,               0 ,        0.019256 ,      -0.0209206 ,     -0.00697353 ,      0.00722102 ,
    80 ,               0 ,             6.5 ,        0.166667 ,             6.5 ,        0.166667 ,         6.66667 ,      -0.0208137 ,     8.09503e-05 ,       0.0213927 ,      -0.0233851 ,     -0.00771408 ,      0.00802227 ,
    81 ,               0 ,         6.66667 ,        0.166667 ,         6.83333 ,               0 ,         6.83333 ,      -0.0163881 ,               0 ,       0.0192678 ,      -0.0184366 ,     -0.00614552 ,      0.00722543 ,
    82 ,               0 ,         6.66667 ,        0.166667 ,         6.66667 ,        0.166667 ,         6.83333 ,      -0.0185961 ,     1.17718e-05 ,       0.0214642 ,      -0.0209162 ,     -0.00696028 ,      0.00804907 ,
    83 ,               0 ,         6.83333 ,        0.166667 ,               7 ,               0 ,               7 ,      -0.0141898 ,               0 ,       0.0192091 ,      -0.0159635 ,     -0.00532115 ,      0.00720341 ,
    84 ,               0 ,         6.83333 ,        0.166667 ,         6.83333 ,        0.166667 ,               7 ,      -0.0163881 ,     -5.8722e-05 ,       0.0214661 ,      -0.0184586 ,     -0.00621158 ,      0.00804978 ,
    85 ,               0 ,               7 ,        0.166667 ,         7.16667 ,               0 ,         7.16667 ,      -0.0120018 ,               0 ,       0.0190779 ,       -0.013502 ,     -0.00450066 ,       0.0071542 ,
    86 ,               0 ,               7 ,        0.166667 ,               7 ,        0.166667 ,         7.16667 ,      -0.0141898 ,    -0.000131241 ,        0.021397 ,      -0.0160127 ,      -0.0054688 ,      0.00802389 ,
    87 ,               0 ,         7.16667 ,        0.166667 ,         7.33333 ,               0 ,         7.33333 ,     -0.00982489 ,               0 ,       0.0188712 ,       -0.011053 ,     -0.00368433 ,      0.00707672 ,
    88 ,               0 ,         7.16667 ,        0.166667 ,         7.16667 ,        0.166667 ,         7.33333 ,      -0.0120018 ,    -0.000206612 ,       0.0212548 ,      -0.0135795 ,      -0.0047331 ,      0.00797056 ,
    89 ,               0 ,         7.33333 ,        0.166667 ,             7.5 ,               0 ,             7.5 ,     -0.00765965 ,               0 ,       0.0185854 ,      -0.0086171 ,     -0.00287237 ,      0.00696953 ,
    90 ,               0 ,         7.33333 ,        0.166667 ,         7.33333 ,        0.166667 ,             7.5 ,     -0.00982489 ,    -0.000285829 ,       0.0210365 ,      -0.0111602 ,     -0.00400589 ,      0.00788867 ,
    91 ,               0 ,             7.5 ,        0.166667 ,         7.66667 ,               0 ,         7.66667 ,     -0.00550728 ,               0 ,       0.0182153 ,     -0.00619569 ,     -0.00206523 ,      0.00683075 ,
    92 ,               0 ,             7.5 ,        0.166667 ,             7.5 ,        0.166667 ,         7.66667 ,     -0.00765965 ,     -0.00037008 ,       0.0207377 ,     -0.00875588 ,      -0.0032887 ,      0.00777666 ,
    93 ,               0 ,         7.66667 ,        0.166667 ,         7.83333 ,               0 ,         7.83333 ,     -0.00336939 ,               0 ,       0.0177546 ,     -0.00379057 ,     -0.00126352 ,      0.00665796 ,
    94 ,               0 ,         7.66667 ,        0.166667 ,         7.66667 ,        0.166667 ,         7.83333 ,     -0.00550728 ,     -0.00046079 ,       0.0203533 ,     -0.00636849 ,     -0.00258362 ,      0.00763249 ,
    95 ,               0 ,         7.83333 ,        0.166667 ,               8 ,               0 ,               8 ,      -0.0012477 ,               0 ,       0.0171948 ,     -0.00140366 ,    -0.000467887 ,      0.00644806 ,
    96 ,               0 ,         7.83333 ,        0.166667 ,         7.83333 ,        0.166667 ,               8 ,     -0.00336939 ,    -0.000559717 ,       0.0198762 ,     -0.00400046 ,      -0.0018932 ,      0.00745358 ,
    97 ,               0 ,               8 ,        0.166667 ,         8.16667 ,               0 ,         8.16667 ,     0.000855013 ,               0 ,       0.0165258 ,     0.000961889 ,     0.000320629 ,      0.00619716 ,
    98 ,               0 ,               8 ,        0.166667 ,               8 ,        0.166667 ,         8.16667 ,      -0.0012477 ,    -0.000669052 ,       0.0192975 ,     -0.00165456 ,     -0.00122057 ,      0.00723657 ,
    99 ,               0 ,         8.16667 ,        0.166667 ,         8.33333 ,               0 ,         8.33333 ,      0.00293508 ,               0 ,       0.0157342 ,      0.00330196 ,      0.00110065 ,      0.00590034 ,
   100 ,               0 ,         8.16667 ,        0.166667 ,         8.16667 ,        0.166667 ,         8.33333 ,     0.000855013 ,    -0.000791559 ,       0.0186059 ,     0.000665055 ,    -0.000569874 ,      0.00697722 ,
   101 ,               0 ,         8.33333 ,        0.166667 ,             8.5 ,               0 ,             8.5 ,      0.00498801 ,               0 ,       0.0148034 ,      0.00561151 ,       0.0018705 ,      0.00555127 ,
   102 ,               0 ,         8.33333 ,        0.166667 ,         8.33333 ,        0.166667 ,             8.5 ,      0.00293508 ,    -0.000930838 ,       0.0177871 ,       0.0029529 ,     5.34603e-05 ,      0.00667018 ,
   103 ,               0 ,             8.5 ,        0.166667 ,         8.66667 ,               0 ,         8.66667 ,      0.00700731 ,               0 ,       0.0137117 ,      0.00788322 ,      0.00262774 ,      0.00514188 ,
   104 ,               0 ,             8.5 ,        0.166667 ,             8.5 ,        0.166667 ,         8.66667 ,      0.00498801 ,     -0.00109169 ,       0.0168226 ,      0.00520212 ,     0.000642344 ,       0.0063085 ,
   105 ,               0 ,         8.66667 ,        0.166667 ,         8.83333 ,               0 ,         8.83333 ,      0.00898431 ,               0 ,        0.012431 ,       0.0101073 ,      0.00336911 ,      0.00466163 ,
   106 ,               0 ,         8.66667 ,        0.166667 ,         8.66667 ,        0.166667 ,         8.83333 ,      0.00700731 ,     -0.00128072 ,       0.0156888 ,      0.00740295 ,      0.00118692 ,      0.00588329 ,
   107 ,               0 ,         8.83333 ,        0.166667 ,               9 ,               0 ,               9 ,       0.0109077 ,               0 ,       0.0109236 ,       0.0122712 ,      0.00409039 ,      0.00409636 ,
   108 ,               0 ,         8.83333 ,        0.166667 ,         8.83333 ,        0.166667 ,               9 ,      0.00898431 ,     -0.00150736 ,       0.0143544 ,      0.00954209 ,      0.00167333 ,      0.00538289 ,
   109 ,               0 ,               9 ,        0.166667 ,         9.16667 ,               0 ,         9.16667 ,       0.0127618 ,               0 ,      0.00913789 ,        0.014357 ,      0.00478568 ,      0.00342671 ,
   110 ,               0 ,               9 ,        0.166667 ,               9 ,        0.166667 ,         9.16667 ,       0.0109077 ,      -0.0017857 ,       0.0127777 ,       0.0116015 ,      0.00208148 ,      0.00479163 ,
   111 ,               0 ,         9.16667 ,        0.166667 ,         9.33333 ,               0 ,         9.33333 ,       0.0145255 ,               0 ,      0.00700027 ,       0.0163411 ,      0.00544704 ,       0.0026251 ,
   112 ,               0 ,         9.16667 ,        0.166667 ,         9.16667 ,        0.166667 ,         9.33333 ,       0.0127618 ,      -0.0021377 ,       0.0109016 ,       0.0135554 ,      0.00238076 ,       0.0040881 ,
   113 ,               0 ,         9.33333 ,        0.166667 ,             9.5 ,               0 ,             9.5 ,       0.0161712 ,               0 ,      0.00440072 ,       0.0181926 ,       0.0060642 ,      0.00165027 ,
   114 ,               0 ,         9.33333 ,        0.166667 ,         9.33333 ,        0.166667 ,             9.5 ,       0.0145255 ,     -0.00259951 ,      0.00864601 ,       0.0153663 ,       0.0025226 ,      0.00324225 ,
   115 ,               0 ,             9.5 ,        0.166667 ,         9.66667 ,               0 ,         9.66667 ,       0.0176671 ,               0 ,       0.0011675 ,       0.0198755 ,      0.00662514 ,     0.000437812 ,
   116 ,               0 ,             9.5 ,        0.166667 ,             9.5 ,        0.166667 ,         9.66667 ,       0.0161712 ,     -0.00323316 ,      0.00589653 ,       0.0169802 ,      0.00242689 ,       0.0022112 ,
   117 ,               0 ,         9.66667 ,        0.166667 ,         9.83333 ,               0 ,         9.83333 ,       0.0190048 ,               0 ,     -0.00297858 ,       0.0213804 ,      0.00712679 ,     -0.00111697 ,
   118 ,               0 ,         9.66667 ,        0.166667 ,         9.66667 ,        0.166667 ,         9.83333 ,       0.0176671 ,     -0.00414625 ,      0.00250529 ,       0.0183206 ,      0.00196061 ,     0.000939483 ,
   119 ,               0 ,         9.83333 ,        0.166667 ,              10 ,               0 ,              10 ,       0.0204358 ,               0 ,     -0.00846266 ,       0.0229903 ,      0.00766341 ,      -0.0031735 ,
   120 ,               0 ,         9.83333 ,        0.166667 ,         9.83333 ,        0.166667 ,              10 ,       0.0190048 ,     -0.00548398 ,     -0.00154762 ,       0.0193239 ,     0.000957315 ,    -0.000580358 ,
   121 ,        0.166667 ,               0 ,        0.333333 ,        0.166667 ,        0.166667 ,        0.166667 ,       -0.154769 ,       0.0499715 ,      -0.0399831 ,       -0.155375 ,     -0.00182025 ,      -0.0149937 ,
   122 ,        0.166667 ,               0 ,        0.333333 ,               0 ,        0.333333 ,        0.166667 ,       -0.161177 ,       0.0485361 ,      -0.0321397 ,       -0.163123 ,     -0.00583805 ,      -0.0120524 ,
   123 ,        0.166667 ,        0.166667 ,        0.333333 ,        0.333333 ,        0.166667 ,        0.333333 ,       -0.136263 ,        0.022916 ,      -0.0651228 ,       -0.144703 ,      -0.0253182 ,       -0.024421 ,
   124 ,        0.166667 ,        0.166667 ,        0.333333 ,        0.166667 ,        0.333333 ,        0.333333 ,       -0.154769 ,       0.0382223 ,      -0.0619239 ,       -0.159781 ,      -0.0150381 ,      -0.0232215 ,
   125 ,        0.166667 ,        0.333333 ,        0.333333 ,             0.5 ,        0.166667 ,             0.5 ,       -0.124571 ,       0.0141501 ,      -0.0614933 ,       -0.134836 ,      -0.0307952 ,        -0.02306 ,
   126 ,        0.166667 ,        0.333333 ,        0.333333 ,        0.333333 ,        0.333333 ,             0.5 ,       -0.136263 ,       0.0270233 ,      -0.0626742 ,       -0.143163 ,      -0.0206975 ,      -0.0235028 ,
   127 ,        0.166667 ,             0.5 ,        0.333333 ,        0.666667 ,        0.166667 ,        0.666667 ,       -0.116693 ,       0.0101624 ,       -0.054677 ,       -0.127468 ,       -0.032327 ,      -0.0205039 ,
   128 ,        0.166667 ,             0.5 ,        0.333333 ,             0.5 ,        0.333333 ,        0.666667 ,       -0.124571 ,       0.0203226 ,      -0.0569589 ,       -0.132521 ,      -0.0238512 ,      -0.0213596 ,
   129 ,        0.166667 ,        0.666667 ,        0.333333 ,        0.833333 ,        0.166667 ,        0.833333 ,       -0.110814 ,      0.00795648 ,      -0.0480424 ,       -0.121682 ,       -0.032604 ,      -0.0180159 ,
   130 ,        0.166667 ,        0.666667 ,        0.333333 ,        0.666667 ,        0.333333 ,        0.833333 ,       -0.116693 ,       0.0161596 ,      -0.0503664 ,       -0.125219 ,      -0.0255801 ,      -0.0188874 ,
   131 ,        0.166667 ,        0.833333 ,        0.333333 ,               1 ,        0.166667 ,               1 ,       -0.106064 ,      0.00656772 ,      -0.0420785 ,       -0.116859 ,      -0.0323853 ,      -0.0157794 ,
   132 ,        0.166667 ,        0.833333 ,        0.333333 ,        0.833333 ,        0.333333 ,               1 ,       -0.110814 ,       0.0133867 ,      -0.0441481 ,       -0.119645 ,       -0.026495 ,      -0.0165556 ,
   133 ,        0.166667 ,               1 ,        0.333333 ,         1.16667 ,        0.166667 ,         1.16667 ,       -0.102002 ,      0.00560946 ,      -0.0367789 ,       -0.112649 ,      -0.0319402 ,      -0.0137921 ,
   134 ,        0.166667 ,               1 ,        0.333333 ,               1 ,        0.333333 ,         1.16667 ,       -0.106064 ,       0.0114226 ,      -0.0385305 ,       -0.115039 ,      -0.0269236 ,      -0.0144489 ,
