Unit   , x1              , y1              , x2              , y2              , x3              , y3              , EPSILON_X       , EPSILON_Y       , GAMMA_XY        , SIGMA_X         , SIGMA_Y         , TAU_XY          ,
    16 ,               0 ,            1.75 ,            0.25 ,            1.75 ,            0.25 ,               2 ,      -0.0886058 ,      0.00495353 ,      -0.0171843 ,       -0.097824 ,      -0.0276544 ,     -0.00644413 ,
    17 ,               0 ,               2 ,            0.25 ,            2.25 ,               0 ,            2.25 ,      -0.0806601 ,               0 ,      -0.0119211 ,      -0.0907426 ,      -0.0302475 ,     -0.00447042 ,
    18 ,               0 ,               2 ,            0.25 ,               2 ,            0.25 ,            2.25 ,      -0.0845537 ,      0.00436188 ,      -0.0123895 ,      -0.0934872 ,      -0.0268005 ,     -0.00464605 ,
    19 ,               0 ,            2.25 ,            0.25 ,             2.5 ,               0 ,             2.5 ,      -0.0768753 ,               0 ,     -0.00804407 ,      -0.0864847 ,      -0.0288282 ,     -0.00301653 ,
    20 ,               0 ,            2.25 ,            0.25 ,            2.25 ,            0.25 ,             2.5 ,      -0.0806601 ,      0.00387703 ,     -0.00813626 ,      -0.0892887 ,      -0.0258859 ,      -0.0030511 ,
    21 ,               0 ,             2.5 ,            0.25 ,            2.75 ,               0 ,            2.75 ,      -0.0731672 ,               0 ,     -0.00457602 ,      -0.0823131 ,      -0.0274377 ,     -0.00171601 ,
    22 ,               0 ,             2.5 ,            0.25 ,             2.5 ,            0.25 ,            2.75 ,      -0.0768753 ,      0.00346805 ,     -0.00433596 ,      -0.0851842 ,      -0.0249266 ,     -0.00162599 ,
    23 ,               0 ,            2.75 ,            0.25 ,               3 ,               0 ,               3 ,      -0.0695146 ,               0 ,     -0.00146138 ,       -0.078204 ,       -0.026068 ,    -0.000548019 ,
    24 ,               0 ,            2.75 ,            0.25 ,            2.75 ,            0.25 ,               3 ,      -0.0731672 ,      0.00311464 ,    -0.000923493 ,      -0.0811451 ,      -0.0239337 ,     -0.00034631 ,
    25 ,               0 ,               3 ,            0.25 ,            3.25 ,               0 ,            3.25 ,      -0.0659034 ,               0 ,      0.00134155 ,      -0.0741413 ,      -0.0247137 ,     0.000503081 ,
    26 ,               0 ,               3 ,            0.25 ,               3 ,            0.25 ,            3.25 ,      -0.0695146 ,      0.00280293 ,      0.00214986 ,      -0.0771529 ,      -0.0229147 ,     0.000806197 ,
    27 ,               0 ,            3.25 ,            0.25 ,             3.5 ,               0 ,             3.5 ,      -0.0623237 ,               0 ,      0.00386469 ,      -0.0701142 ,      -0.0233714 ,      0.00144926 ,
    28 ,               0 ,            3.25 ,            0.25 ,            3.25 ,            0.25 ,             3.5 ,      -0.0659034 ,      0.00252315 ,      0.00492123 ,      -0.0731951 ,      -0.0218752 ,      0.00184546 ,
    29 ,               0 ,             3.5 ,            0.25 ,            3.75 ,               0 ,            3.75 ,      -0.0587691 ,               0 ,      0.00613295 ,      -0.0661152 ,      -0.0220384 ,      0.00229986 ,
    30 ,               0 ,             3.5 ,            0.25 ,             3.5 ,            0.25 ,            3.75 ,      -0.0623237 ,      0.00226825 ,      0.00741936 ,      -0.0692636 ,      -0.0208196 ,      0.00278226 ,
    31 ,               0 ,            3.75 ,            0.25 ,               4 ,               0 ,               4 ,      -0.0552351 ,               0 ,      0.00816608 ,      -0.0621395 ,      -0.0207132 ,      0.00306228 ,
    32 ,               0 ,            3.75 ,            0.25 ,            3.75 ,            0.25 ,               4 ,      -0.0587691 ,      0.00203313 ,      0.00966687 ,      -0.0653528 ,      -0.0197511 ,      0.00362508 ,
    33 ,               0 ,               4 ,            0.25 ,            4.25 ,               0 ,            4.25 ,      -0.0517193 ,               0 ,      0.00998013 ,      -0.0581842 ,      -0.0193947 ,      0.00374255 ,
    34 ,               0 ,               4 ,            0.25 ,               4 ,            0.25 ,            4.25 ,      -0.0552351 ,      0.00181405 ,       0.0116819 ,      -0.0614592 ,      -0.0186723 ,      0.00438071 ,
    35 ,               0 ,            4.25 ,            0.25 ,             4.5 ,               0 ,             4.5 ,      -0.0482202 ,               0 ,       0.0115884 ,      -0.0542477 ,      -0.0180826 ,      0.00434563 ,
    36 ,               0 ,            4.25 ,            0.25 ,            4.25 ,            0.25 ,             4.5 ,      -0.0517193 ,      0.00160822 ,       0.0134792 ,      -0.0575811 ,      -0.0175855 ,      0.00505471 ,
    37 ,               0 ,             4.5 ,            0.25 ,            4.75 ,               0 ,            4.75 ,      -0.0447373 ,               0 ,        0.013002 ,      -0.0503294 ,      -0.0167765 ,      0.00487573 ,
    38 ,               0 ,             4.5 ,            0.25 ,             4.5 ,            0.25 ,            4.75 ,      -0.0482202 ,       0.0014136 ,       0.0150713 ,      -0.0537176 ,      -0.0164923 ,      0.00565174 ,
    39 ,               0 ,            4.75 ,            0.25 ,               5 ,               0 ,               5 ,      -0.0412705 ,               0 ,       0.0142306 ,      -0.0464293 ,      -0.0154764 ,      0.00533646 ,
    40 ,               0 ,            4.75 ,            0.25 ,            4.75 ,            0.25 ,               5 ,      -0.0447373 ,       0.0012286 ,       0.0164687 ,      -0.0498687 ,      -0.0153943 ,      0.00617577 ,
    41 ,               0 ,               5 ,            0.25 ,            5.25 ,               0 ,            5.25 ,      -0.0378204 ,               0 ,       0.0152825 ,      -0.0425479 ,      -0.0141826 ,      0.00573094 ,
    42 ,               0 ,               5 ,            0.25 ,               5 ,            0.25 ,            5.25 ,      -0.0412705 ,      0.00105194 ,       0.0176807 ,      -0.0460348 ,       -0.014293 ,      0.00663025 ,
    43 ,               0 ,            5.25 ,            0.25 ,             5.5 ,               0 ,             5.5 ,      -0.0343876 ,               0 ,        0.016165 ,       -0.038686 ,      -0.0128953 ,      0.00606187 ,
    44 ,               0 ,            5.25 ,            0.25 ,            5.25 ,            0.25 ,             5.5 ,      -0.0378204 ,     0.000882481 ,       0.0187153 ,       -0.042217 ,      -0.0131898 ,      0.00701825 ,
    45 ,               0 ,             5.5 ,            0.25 ,            5.75 ,               0 ,            5.75 ,      -0.0309728 ,               0 ,       0.0168841 ,      -0.0348444 ,      -0.0116148 ,      0.00633154 ,
    46 ,               0 ,             5.5 ,            0.25 ,             5.5 ,            0.25 ,            5.75 ,      -0.0343876 ,     0.000719142 ,       0.0195798 ,      -0.0384163 ,      -0.0120863 ,      0.00734242 ,
    47 ,               0 ,            5.75 ,            0.25 ,               6 ,               0 ,               6 ,      -0.0275767 ,               0 ,       0.0174449 ,      -0.0310238 ,      -0.0103413 ,      0.00654182 ,
    48 ,               0 ,            5.75 ,            0.25 ,            5.75 ,            0.25 ,               6 ,      -0.0309728 ,     0.000560744 ,       0.0202802 ,      -0.0346341 ,      -0.0109839 ,      0.00760506 ,
    49 ,               0 ,               6 ,            0.25 ,            6.25 ,               0 ,            6.25 ,      -0.0242001 ,               0 ,       0.0178508 ,      -0.0272251 ,     -0.00907503 ,      0.00669405 ,
    50 ,               0 ,               6 ,            0.25 ,               6 ,            0.25 ,            6.25 ,      -0.0275767 ,     0.000405929 ,       0.0208215 ,      -0.0308716 ,     -0.00988459 ,      0.00780805 ,
    51 ,               0 ,            6.25 ,            0.25 ,             6.5 ,               0 ,             6.5 ,      -0.0208436 ,               0 ,       0.0181038 ,       -0.023449 ,     -0.00781633 ,      0.00678894 ,
    52 ,               0 ,            6.25 ,            0.25 ,            6.25 ,            0.25 ,             6.5 ,      -0.0242001 ,     0.000253058 ,       0.0212073 ,      -0.0271302 ,     -0.00879034 ,      0.00795274 ,
    53 ,               0 ,             6.5 ,            0.25 ,            6.75 ,               0 ,            6.75 ,      -0.0175078 ,               0 ,        0.018204 ,      -0.0196963 ,     -0.00656542 ,      0.00682649 ,
    54 ,               0 ,             6.5 ,            0.25 ,             6.5 ,            0.25 ,            6.75 ,      -0.0208436 ,     0.000100113 ,       0.0214396 ,      -0.0234115 ,     -0.00770371 ,      0.00803986 ,
    55 ,               0 ,            6.75 ,            0.25 ,               7 ,               0 ,               7 ,      -0.0141935 ,               0 ,       0.0181485 ,      -0.0159677 ,     -0.00532257 ,       0.0068057 ,
    56 ,               0 ,            6.75 ,            0.25 ,            6.75 ,            0.25 ,               7 ,      -0.0175078 ,    -5.54306e-05 ,       0.0215182 ,      -0.0197171 ,     -0.00662778 ,      0.00806934 ,
    57 ,               0 ,               7 ,            0.25 ,            7.25 ,               0 ,            7.25 ,      -0.0109019 ,               0 ,       0.0179318 ,      -0.0122646 ,      -0.0040882 ,      0.00672442 ,
    58 ,               0 ,               7 ,            0.25 ,               7 ,            0.25 ,            7.25 ,      -0.0141935 ,    -0.000216746 ,       0.0214402 ,       -0.016049 ,     -0.00556641 ,      0.00804007 ,
    59 ,               0 ,            7.25 ,            0.25 ,             7.5 ,               0 ,             7.5 ,     -0.00763456 ,               0 ,       0.0175439 ,     -0.00858887 ,     -0.00286296 ,      0.00657897 ,
    60 ,               0 ,            7.25 ,            0.25 ,            7.25 ,            0.25 ,             7.5 ,      -0.0109019 ,    -0.000387861 ,       0.0211991 ,      -0.0124101 ,     -0.00452454 ,      0.00794967 ,
    61 ,               0 ,             7.5 ,            0.25 ,            7.75 ,               0 ,            7.75 ,     -0.00439432 ,               0 ,         0.01697 ,     -0.00494361 ,     -0.00164787 ,      0.00636374 ,
    62 ,               0 ,             7.5 ,            0.25 ,             7.5 ,            0.25 ,            7.75 ,     -0.00763456 ,    -0.000573951 ,       0.0207842 ,     -0.00880411 ,     -0.00350865 ,      0.00779406 ,
    63 ,               0 ,            7.75 ,            0.25 ,               8 ,               0 ,               8 ,     -0.00118563 ,               0 ,       0.0161882 ,     -0.00133383 ,    -0.000444611 ,      0.00607057 ,
    64 ,               0 ,            7.75 ,            0.25 ,            7.75 ,            0.25 ,               8 ,     -0.00439432 ,    -0.000781781 ,       0.0201787 ,     -0.00523678 ,     -0.00252737 ,        0.007567 ,
    65 ,               0 ,               8 ,            0.25 ,            8.25 ,               0 ,            8.25 ,      0.00198438 ,               0 ,       0.0151678 ,      0.00223243 ,     0.000744143 ,      0.00568792 ,
    66 ,               0 ,               8 ,            0.25 ,               8 ,            0.25 ,            8.25 ,     -0.00118563 ,      -0.0010204 ,       0.0193582 ,     -0.00171648 ,     -0.00159256 ,      0.00725933 ,
    67 ,               0 ,            8.25 ,            0.25 ,             8.5 ,               0 ,             8.5 ,      0.00510437 ,               0 ,       0.0138655 ,      0.00574241 ,      0.00191413 ,      0.00519958 ,
    68 ,               0 ,            8.25 ,            0.25 ,            8.25 ,            0.25 ,             8.5 ,      0.00198438 ,     -0.00130225 ,       0.0182878 ,      0.00174409 ,    -0.000720884 ,      0.00685792 ,
    69 ,               0 ,             8.5 ,            0.25 ,            8.75 ,               0 ,            8.75 ,      0.00815613 ,               0 ,       0.0122205 ,      0.00917564 ,      0.00305854 ,      0.00458271 ,
    70 ,               0 ,             8.5 ,            0.25 ,             8.5 ,            0.25 ,            8.75 ,      0.00510437 ,       -0.001645 ,       0.0169173 ,      0.00512554 ,     6.35123e-05 ,      0.00634399 ,
    71 ,               0 ,            8.75 ,            0.25 ,               9 ,               0 ,               9 ,         0.01111 ,               0 ,       0.0101459 ,       0.0124987 ,      0.00416624 ,      0.00380473 ,
    72 ,               0 ,            8.75 ,            0.25 ,            8.75 ,            0.25 ,               9 ,      0.00815613 ,     -0.00207461 ,       0.0151744 ,      0.00839766 ,     0.000724611 ,      0.00569041 ,
    73 ,               0 ,               9 ,            0.25 ,            9.25 ,               0 ,            9.25 ,       0.0139157 ,               0 ,      0.00751552 ,       0.0156551 ,      0.00521837 ,      0.00281832 ,
    74 ,               0 ,               9 ,            0.25 ,               9 ,            0.25 ,            9.25 ,         0.01111 ,     -0.00263042 ,       0.0129516 ,       0.0115123 ,      0.00120702 ,      0.00485686 ,
    75 ,               0 ,            9.25 ,            0.25 ,             9.5 ,               0 ,             9.5 ,       0.0164832 ,               0 ,      0.00414207 ,       0.0185436 ,      0.00618119 ,      0.00155328 ,
    76 ,               0 ,            9.25 ,            0.25 ,            9.25 ,            0.25 ,             9.5 ,       0.0139157 ,     -0.00337345 ,        0.010083 ,       0.0143901 ,      0.00142324 ,      0.00378114 ,
    77 ,               0 ,             9.5 ,            0.25 ,            9.75 ,               0 ,            9.75 ,       0.0186425 ,               0 ,    -0.000255405 ,       0.0209728 ,      0.00699092 ,    -9.57769e-05 ,
    78 ,               0 ,             9.5 ,            0.25 ,             9.5 ,            0.25 ,            9.75 ,       0.0164832 ,     -0.00439747 ,      0.00630135 ,       0.0168945 ,      0.00123404 ,      0.00236301 ,
    79 ,               0 ,            9.75 ,            0.25 ,              10 ,               0 ,              10 ,       0.0200965 ,               0 ,     -0.00607546 ,       0.0226086 ,      0.00753619 ,      -0.0022783 ,
    80 ,               0 ,            9.75 ,            0.25 ,            9.75 ,            0.25 ,              10 ,       0.0186425 ,     -0.00582006 ,      0.00119865 ,       0.0187903 ,     0.000443355 ,     0.000449494 ,
    81 ,            0.25 ,               0 ,             0.5 ,            0.25 ,            0.25 ,            0.25 ,       -0.144302 ,       0.0461072 ,      -0.0323871 ,        -0.14505 ,      -0.0022427 ,      -0.0121452 ,
    82 ,            0.25 ,               0 ,             0.5 ,               0 ,             0.5 ,            0.25 ,       -0.149507 ,       0.0454229 ,      -0.0264983 ,       -0.151161 ,     -0.00496419 ,     -0.00993687 ,
    83 ,            0.25 ,            0.25 ,             0.5 ,             0.5 ,            0.25 ,             0.5 ,       -0.127581 ,       0.0220039 ,      -0.0530577 ,       -0.135277 ,      -0.0230885 ,      -0.0198966 ,
    84 ,            0.25 ,            0.25 ,             0.5 ,            0.25 ,             0.5 ,             0.5 ,       -0.144302 ,       0.0363268 ,      -0.0506597 ,       -0.148717 ,      -0.0132455 ,      -0.0189974 ,
    85 ,            0.25 ,             0.5 ,             0.5 ,            0.75 ,            0.25 ,            0.75 ,       -0.116497 ,       0.0140044 ,      -0.0486146 ,       -0.125808 ,      -0.0279315 ,      -0.0182305 ,
    86 ,            0.25 ,             0.5 ,             0.5 ,             0.5 ,             0.5 ,            0.75 ,       -0.127581 ,       0.0262157 ,      -0.0497419 ,       -0.133698 ,      -0.0183503 ,      -0.0186532 ,
    87 ,            0.25 ,            0.75 ,             0.5 ,               1 ,            0.25 ,               1 ,        -0.10857 ,       0.0102442 ,      -0.0415562 ,         -0.1183 ,      -0.0291889 ,      -0.0155836 ,
    88 ,            0.25 ,            0.75 ,             0.5 ,            0.75 ,             0.5 ,               1 ,       -0.116497 ,       0.0200228 ,      -0.0434074 ,       -0.123551 ,      -0.0211607 ,      -0.0162778 ,
    89 ,            0.25 ,               1 ,             0.5 ,            1.25 ,            0.25 ,            1.25 ,        -0.10228 ,      0.00809179 ,      -0.0348118 ,        -0.11203 ,      -0.0292516 ,      -0.0130544 ,
    90 ,            0.25 ,               1 ,             0.5 ,               1 ,             0.5 ,            1.25 ,        -0.10857 ,       0.0160733 ,      -0.0365032 ,       -0.116114 ,      -0.0226312 ,      -0.0136887 ,
    91 ,            0.25 ,            1.25 ,             0.5 ,             1.5 ,            0.25 ,             1.5 ,      -0.0969045 ,      0.00669335 ,      -0.0287888 ,       -0.106508 ,      -0.0288091 ,      -0.0107958 ,
    92 ,            0.25 ,            1.25 ,             0.5 ,            1.25 ,             0.5 ,             1.5 ,        -0.10228 ,        0.013372 ,      -0.0300921 ,        -0.11005 ,      -0.0233114 ,      -0.0112845 ,
    93 ,            0.25 ,             1.5 ,             0.5 ,            1.75 ,            0.25 ,            1.75 ,      -0.0920796 ,      0.00570186 ,      -0.0234644 ,       -0.101451 ,      -0.0281152 ,     -0.00879915 ,
    94 ,            0.25 ,             1.5 ,             0.5 ,             1.5 ,             0.5 ,            1.75 ,      -0.0969045 ,       0.0114099 ,      -0.0243476 ,       -0.104739 ,       -0.023503 ,     -0.00913035 ,
    95 ,            0.25 ,            1.75 ,             0.5 ,               2 ,            0.25 ,               2 ,      -0.0876067 ,      0.00495353 ,       -0.018745 ,      -0.0966999 ,      -0.0272798 ,     -0.00702939 ,
    96 ,            0.25 ,            1.75 ,             0.5 ,            1.75 ,             0.5 ,               2 ,      -0.0920796 ,      0.00991346 ,      -0.0192321 ,       -0.099872 ,      -0.0233772 ,     -0.00721202 ,
    97 ,            0.25 ,               2 ,             0.5 ,            2.25 ,            0.25 ,            2.25 ,      -0.0833697 ,      0.00436188 ,      -0.0145395 ,      -0.0921552 ,      -0.0263565 ,     -0.00545231 ,
    98 ,            0.25 ,               2 ,             0.5 ,               2 ,             0.5 ,            2.25 ,      -0.0876067 ,      0.00872605 ,      -0.0146667 ,      -0.0952852 ,      -0.0230357 ,     -0.00550001 ,
    99 ,            0.25 ,            2.25 ,             0.5 ,             2.5 ,            0.25 ,             2.5 ,      -0.0792968 ,      0.00387703 ,      -0.0107726 ,       -0.087755 ,      -0.0253746 ,     -0.00403974 ,
   100 ,            0.25 ,            2.25 ,             0.5 ,            2.25 ,             0.5 ,             2.5 ,      -0.0833697 ,      0.00775257 ,      -0.0105752 ,      -0.0908837 ,       -0.022542 ,     -0.00396572 ,
   101 ,            0.25 ,             2.5 ,             0.5 ,            2.75 ,            0.25 ,            2.75 ,      -0.0753412 ,      0.00346805 ,     -0.00738522 ,      -0.0834584 ,      -0.0243514 ,     -0.00276946 ,
   102 ,            0.25 ,             2.5 ,             0.5 ,             2.5 ,             0.5 ,            2.75 ,      -0.0792968 ,       0.0069322 ,     -0.00689384 ,      -0.0866093 ,      -0.0219375 ,     -0.00258519 ,
   103 ,            0.25 ,            2.75 ,             0.5 ,               3 ,            0.25 ,               3 ,      -0.0714718 ,      0.00311464 ,     -0.00433108 ,      -0.0792378 ,      -0.0232979 ,     -0.00162416 ,
   104 ,            0.25 ,            2.75 ,             0.5 ,            2.75 ,             0.5 ,               3 ,      -0.0753412 ,      0.00622436 ,     -0.00357138 ,      -0.0824247 ,      -0.0212505 ,     -0.00133927 ,
   105 ,            0.25 ,               3 ,             0.5 ,            3.25 ,            0.25 ,            3.25 ,       -0.067667 ,      0.00280293 ,     -0.00157424 ,      -0.0750742 ,      -0.0222218 ,    -0.000590339 ,
   106 ,            0.25 ,               3 ,             0.5 ,               3 ,             0.5 ,            3.25 ,      -0.0714718 ,      0.00560107 ,    -0.000567547 ,      -0.0783054 ,      -0.0205007 ,     -0.00021283 ,
   107 ,            0.25 ,            3.25 ,             0.5 ,             3.5 ,            0.25 ,             3.5 ,      -0.0639118 ,      0.00252315 ,     0.000913572 ,      -0.0709546 ,      -0.0211284 ,     0.000342589 ,
   108 ,            0.25 ,            3.25 ,             0.5 ,            3.25 ,             0.5 ,             3.5 ,       -0.067667 ,      0.00504252 ,      0.00214934 ,      -0.0742344 ,      -0.0197023 ,     0.000806004 ,
   109 ,            0.25 ,             3.5 ,             0.5 ,            3.75 ,            0.25 ,            3.75 ,       -0.060196 ,      0.00226825 ,      0.00315476 ,      -0.0668699 ,      -0.0200217 ,      0.00118304 ,
   110 ,            0.25 ,             3.5 ,             0.5 ,             3.5 ,             0.5 ,            3.75 ,      -0.0639118 ,      0.00453446 ,      0.00460437 ,      -0.0702004 ,      -0.0188656 ,      0.00172664 ,
   111 ,            0.25 ,            3.75 ,             0.5 ,               4 ,            0.25 ,               4 ,      -0.0565125 ,      0.00203313 ,      0.00516741 ,      -0.0628141 ,      -0.0189049 ,      0.00193778 ,
   112 ,            0.25 ,            3.75 ,             0.5 ,            3.75 ,             0.5 ,               4 ,       -0.060196 ,      0.00406651 ,      0.00681757 ,      -0.0661956 ,      -0.0179987 ,      0.00255659 ,
   113 ,            0.25 ,               4 ,             0.5 ,            4.25 ,            0.25 ,            4.25 ,      -0.0528565 ,      0.00181405 ,      0.00696631 ,      -0.0587833 ,      -0.0177804 ,      0.00261237 ,
   114 ,            0.25 ,               4 ,             0.5 ,               4 ,             0.5 ,            4.25 ,      -0.0565125 ,      0.00363107 ,      0.00880524 ,      -0.0622149 ,      -0.0171072 ,      0.00330196 ,
   115 ,            0.25 ,            4.25 ,             0.5 ,             4.5 ,            0.25 ,             4.5 ,      -0.0492253 ,      0.00160822 ,       0.0085639 ,      -0.0547753 ,      -0.0166502 ,      0.00321146 ,
   116 ,            0.25 ,            4.25 ,             0.5 ,            4.25 ,             0.5 ,             4.5 ,      -0.0528565 ,      0.00322251 ,       0.0105809 ,      -0.0582552 ,      -0.0161959 ,      0.00396784 ,
   117 ,            0.25 ,             4.5 ,             0.5 ,            4.75 ,            0.25 ,            4.75 ,      -0.0456169 ,       0.0014136 ,      0.00997077 ,      -0.0507889 ,       -0.015516 ,      0.00373904 ,
   118 ,            0.25 ,             4.5 ,             0.5 ,             4.5 ,             0.5 ,            4.75 ,      -0.0492253 ,      0.00283663 ,       0.0121561 ,      -0.0543147 ,      -0.0152682 ,      0.00455853 ,
   119 ,            0.25 ,            4.75 ,             0.5 ,               5 ,            0.25 ,               5 ,      -0.0420307 ,       0.0012286 ,       0.0111962 ,      -0.0468238 ,      -0.0143793 ,      0.00419857 ,
   120 ,            0.25 ,            4.75 ,             0.5 ,            4.75 ,             0.5 ,               5 ,      -0.0456169 ,      0.00247021 ,       0.0135408 ,      -0.0503927 ,      -0.0143273 ,      0.00507779 ,
   121 ,            0.25 ,               5 ,             0.5 ,            5.25 ,            0.25 ,            5.25 ,      -0.0384664 ,      0.00105194 ,       0.0122483 ,      -0.0428802 ,      -0.0132414 ,       0.0045931 ,
   122 ,            0.25 ,               5 ,             0.5 ,               5 ,             0.5 ,            5.25 ,      -0.0420307 ,      0.00212066 ,       0.0147439 ,      -0.0464893 ,      -0.0133758 ,      0.00552897 ,
   123 ,            0.25 ,            5.25 ,             0.5 ,             5.5 ,            0.25 ,             5.5 ,      -0.0349238 ,     0.000882481 ,       0.0131342 ,      -0.0389583 ,      -0.0121036 ,      0.00492534 ,
   124 ,            0.25 ,            5.25 ,             0.5 ,            5.25 ,             0.5 ,             5.5 ,      -0.0384664 ,      0.00178573 ,       0.0157736 ,       -0.042605 ,      -0.0124159 ,      0.00591509 ,
   125 ,            0.25 ,             5.5 ,             0.5 ,            5.75 ,            0.25 ,            5.75 ,       -0.031403 ,     0.000719142 ,       0.0138603 ,      -0.0350587 ,      -0.0109671 ,      0.00519763 ,
   126 ,            0.25 ,             5.5 ,             0.5 ,             5.5 ,             0.5 ,            5.75 ,      -0.0349238 ,      0.00146328 ,        0.016637 ,      -0.0387405 ,      -0.0114502 ,      0.00623887 ,
   127 ,            0.25 ,            5.75 ,             0.5 ,               6 ,            0.25 ,               6 ,       -0.027904 ,     0.000560744 ,       0.0144319 ,      -0.0311818 ,     -0.00983317 ,      0.00541198 ,
   128 ,            0.25 ,            5.75 ,             0.5 ,            5.75 ,             0.5 ,               6 ,       -0.031403 ,      0.00115109 ,       0.0173406 ,      -0.0348967 ,      -0.0104811 ,      0.00650271 ,
   129 ,            0.25 ,               6 ,             0.5 ,            6.25 ,            0.25 ,            6.25 ,      -0.0244267 ,     0.000405929 ,       0.0148532 ,      -0.0273278 ,     -0.00870332 ,      0.00556994 ,
   130 ,            0.25 ,               6 ,             0.5 ,               6 ,             0.5 ,            6.25 ,       -0.027904 ,     0.000846615 ,       0.0178899 ,      -0.0310746 ,     -0.00951156 ,       0.0067087 ,
   131 ,            0.25 ,            6.25 ,             0.5 ,             6.5 ,            0.25 ,             6.5 ,      -0.0209705 ,     0.000253058 ,       0.0151269 ,      -0.0234969 ,     -0.00757922 ,      0.00567261 ,
   132 ,            0.25 ,            6.25 ,             0.5 ,            6.25 ,             0.5 ,             6.5 ,      -0.0244267 ,      0.00054691 ,       0.0182893 ,      -0.0272749 ,     -0.00854472 ,       0.0068585 ,
   133 ,            0.25 ,             6.5 ,             0.5 ,            6.75 ,            0.25 ,            6.75 ,      -0.0175347 ,     0.000100113 ,       0.0152545 ,       -0.019689 ,     -0.00646288 ,      0.00572044 ,
   134 ,            0.25 ,             6.5 ,             0.5 ,             6.5 ,             0.5 ,            6.75 ,      -0.0209705 ,     0.000248395 ,       0.0185419 ,      -0.0234986 ,     -0.00758447 ,      0.00695323 ,
   135 ,            0.25 ,            6.75 ,             0.5 ,               7 ,            0.25 ,               7 ,      -0.0141186 ,    -5.54306e-05 ,       0.0152351 ,      -0.0159042 ,     -0.00535683 ,      0.00571317 ,
   136 ,            0.25 ,            6.75 ,             0.5 ,            6.75 ,             0.5 ,               7 ,      -0.0175347 ,     -5.3288e-05 ,       0.0186491 ,      -0.0197465 ,     -0.00663546 ,      0.00699341 ,
   137 ,            0.25 ,               7 ,             0.5 ,            7.25 ,            0.25 ,            7.25 ,      -0.0107212 ,    -0.000216746 ,       0.0150658 ,      -0.0121427 ,      -0.0042643 ,      0.00564967 ,
